Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent,Predicted_Sent
"What role does Pennsylvania play in Kamala Harris' presidential campaign: pennsylvania is a critical battleground state in Kamala Harris' presidential campaign, and its importance cannot be overstated.",Kamala Harris,Pennsylvania,1,0,1,0
She's honest.,Kamala Harris,Arizona,1,1,1,1
Some local high-profile Republicans are calling on voters to make Kamala Harris the next president of the United States for a simple reason.,Kamala Harris,Arizona,1,1,1,1
One of the key factors driving Harris's performance is her overwhelming support among young women.,Kamala Harris,Michigan,1,1,1,1
Hamad was a part of the abandoned Biden movement which wanted voters to turn away from Biden and vote uncommitted now he said since Biden has dropped out of the race and Harris is the nominee.,Kamala Harris,Michigan,-1,-1,-1,-1
"Everyone let's thank President Trump, nice and loud, so play YMCA, go ahead.",Donald Trump,Pennsylvania,0,1,1,1
"And Harris' trip to Arizona continues on Friday, where she's expected to meet with 100 or 150 people from the group Arizona Republicans for Harris.",Kamala Harris,Arizona,1,0,0,0
"Well, ladies and gentlemen, we've known for the past few weeks of Donald Trump's surge in Arizona.",Donald Trump,Arizona,1,1,1,1
I don't You know people make everything about Trump supporters seem horrible and bad.,Donald Trump,Pennsylvania,-1,-1,-1,-1
"So when I handed over the economy to Donald Trump, we had had 75 straight months of job growth.",Donald Trump,Arizona,1,1,1,1
"And if you listen to his lies, it's like listening to Santa Claus.",Donald Trump,Pennsylvania,-1,-1,-1,-1
"The stark contrast between the Democratic stronghold of Philadelphia, a vibrant urban center characterized by its diverse and progressive population, and the Republican-leaning rural areas illustrates the pressing need for Harris to engage effectively with both segments of the electorate.",Kamala Harris,Pennsylvania,0,1,0,1
But Harris is ramping up her campaign visits this week after at least three Michigan Democratic lawmakers warned of slipping support.,Kamala Harris,Michigan,-1,1,-1,0
"But as of right now, the numbers are telling us that Kamala Harris is doing a lot better in Michigan than she was before.",Kamala Harris,Michigan,1,1,1,1
"And that's based on these two right here, Quinnipiac and the New York Times, which has Harris up five and four.",Kamala Harris,Pennsylvania,0,0,0,1
"Yeah, some of these polls that had Trump up by four and three got taken out, I guess.",Donald Trump,Michigan,1,1,1,1
"This is not even a Trump plus two, this is Trump plus three and a half.",Donald Trump,Michigan,1,0,1,1
"Yeah, this is a state Donald Trump can win.",Donald Trump,Arizona,1,1,1,1
Like it's just she's so uncomfortable.,Kamala Harris,Arizona,-1,-1,-1,-1
"Even in that scenario, Harris has a much smaller lead in Pennsylvania than Biden did, that Clinton did.",Kamala Harris,Pennsylvania,-1,0,0,0
Turfi believes Harris is a better choice for their community.,Kamala Harris,Michigan,1,1,1,1
Trump is on track.,Donald Trump,Pennsylvania,1,0,0,1
"She needs to be far, far more willing, her campaign needs to be far, far more willing to say the way we've approached the issue does not necessarily seem to be working, because you're saying that you are working around the clock for a ceasefire for months and there's nothing to show for it.",Kamala Harris,Michigan,-1,0,-1,-1
It shuts off so many of Trump's paths to victory.,Donald Trump,Pennsylvania,-1,0,-1,-1
"McClelland also said she has not spoken with Street since the controversy over her post, but believes their relationship will be fine.",Kamala Harris,Pennsylvania,0,1,0,0
Trump can lose the popular vote by one point and still very easily probably have a 95% chance to win the election.,Donald Trump,Michigan,1,1,1,1
He will use lawfare.,Donald Trump,Pennsylvania,1,0,0,0
But ideally we know real real clear politics is already having a Trump win.,Donald Trump,Pennsylvania,0,1,0,1
Donald Trump's taking home 25 percent of the black vote.,Donald Trump,Pennsylvania,1,0,0,1
Nobody says Trump's a bad guy more than I do.,Donald Trump,Michigan,-1,-1,-1,-1
But Harris out of this about Israel saying the country has the right to defend itself.,Kamala Harris,Michigan,0,0,0,0
"She's at Douglas, on the over town, holding up a little rally.",Kamala Harris,Arizona,1,0,0,0
"You see that this is working, mSNBC couldn't find a Kamala Harris voter in sight in Arizona.",Kamala Harris,Arizona,-1,0,-1,-1
"Now, after their Pennsylvania debut, Harris and her new running mate planned visits together throughout the week to key battleground states.",Kamala Harris,Pennsylvania,0,-1,0,0
"You know, 51 percent, a clear majority of women are supporting her.",Kamala Harris,Michigan,1,1,1,1
A lot of union members believe everything that Donald Trump tells them and it has no idea what the real record is.,Donald Trump,Michigan,-1,-1,-1,-1
"No, seriously, she thinks we're dumb.",Kamala Harris,Arizona,-1,-1,-1,-1
Now she's also expected to talk about fighting the flow of fentanyl and getting additional screening machines for the ports of entry and things like that to double down on preventing that deadly drug from getting into the nation.,Kamala Harris,Arizona,1,0,1,0
"And anybody but a felon, anybody what: but a felon, but a felon: okay, anybody but Trump, what do you hate about Trump the most: his rhetoric.",Donald Trump,Michigan,-1,-1,-1,-1
"He suggested that the Democrats' strategy of portraying Trump as, weird, could be effective, emphasizing the need to use irony and satire to highlight Trump's perceived absurdities.",Donald Trump,Pennsylvania,0,1,0,0
How much longer can Harris ignore this crisis.,Kamala Harris,Arizona,1,-1,-1,0
"But Harris, she's trying to strike a different tone.",Kamala Harris,Arizona,-1,0,0,0
"Donald Trump, on the other hand, in a town hall outside of Philadelphia held an event where he was focused on support from suburban women.",Donald Trump,Pennsylvania,0,1,0,1
"That may be true, but at the end of the day with him on the ballot galvanizing his own base, picking off Hispanics, and you see some of those college educated suburbanites, you know, defecting from Biden, maybe not to Trump, but to third party candidates.",Donald Trump,Arizona,1,0,0,-1
And he was a big supporter.,Donald Trump,Arizona,1,1,1,1
"She has been, of course, focusing on her African American heritage.",Kamala Harris,Michigan,0,0,0,0
Is that a warning to Vice President Harris: It could be. And it's about how President Harris is going to able to overcome this.,Kamala Harris,Michigan,-1,-1,-1,0
He won Michigan and Pennsylvania against Hillary Clinton in 2016 despite being far behind.,Donald Trump,Michigan,1,1,1,1
"She warns, quote, I'm not feeling my best right now about where we are on Kamala Harris in a place like Michigan.",Kamala Harris,Michigan,-1,-1,-1,-1
And he wasn't really explaining why he would be a good president and what he would do to make himself look better.,Donald Trump,Arizona,-1,-1,-1,-1
And we're seeing that for all these states shifting heavily to Trump.,Donald Trump,Arizona,1,0,1,1
"But President Trump conducting diplomacy with our enemies, I think was very was very important for for our country to maintain our status as the world's number one superpower.",Donald Trump,Pennsylvania,1,-1,1,1
But the polls have been pretty even nationally and they show a Trump victory.,Donald Trump,Pennsylvania,1,1,1,1
I think all the Harris people just aren't gonna come out on election day.,Kamala Harris,Arizona,-1,0,-1,-1
"Last week, black Republicans visited deep blue Baltimore City on a so-called more money with Trump bus tour, while attendance was low, confidence was not.",Donald Trump,Pennsylvania,-1,0,-1,0
And I think that's because there's still a whole cadre of left leaning pollsters that progressively moved Harris up week after week.,Kamala Harris,Pennsylvania,0,0,0,0
"Dr, blessing says Vice President Kamala Harris has reignited voter enthusiasm, especially among women.",Kamala Harris,Pennsylvania,1,1,1,1
Vice President Kamala Harris heads to Arizona today for her first visit to the U.S.-Mexico border since launching her campaign two months ago.,Kamala Harris,Arizona,1,0,0,0
"Let's see, real clear politics, they've got Trump up by one point.",Donald Trump,Arizona,1,1,1,1
"Likely to be, but is there a scenario that she might not appear on some states' ballots: Most legal experts say that is not the case. She is going to be placed on those ballots.",Kamala Harris,Michigan,1,1,1,0
"Harris, as far as we know, again, they've gone silent on all of these plans with EVs.",Kamala Harris,Pennsylvania,-1,0,0,0
"This poll shows a closer race, indicating that Trump is capable of gaining more support among registered voters as the election date nears.",Donald Trump,Pennsylvania,1,1,1,1
"Because Michigan is a three-point state, Kamala Harris I think does win the election on the backs of Wisconsin, Michigan to Pennsylvania, and it arguably even throw in Nevada.",Kamala Harris,Michigan,0,1,1,1
That means Michigan prosecutors believe they participated to some extent in the alleged scheme to commit forgery by creating a false document asserting Trump had won Michigan's 16 electoral votes when Democrat Joe Biden had won them.,Donald Trump,Michigan,-1,1,-1,-1
"Now, this doesn't necessarily name him as an indicted individual, but this is the first step.",Donald Trump,Arizona,1,-1,-1,0
She is in third place with Muslims in Michigan.,Kamala Harris,Michigan,-1,0,-1,1
Kamala Harris is set to make her first border visit of her presidential run.,Kamala Harris,Arizona,1,0,0,0
"You think Donald Trump can do that: they say, well, you want to get rid of Obamacare.",Donald Trump,Michigan,-1,0,0,0
Mind you when it comes to policies socioeconomic status his race well every fucking thing about him he is not a victim and nor is the majority of his fans but shit now they are I guess because you know the right wing spin factory is a fucking machine.,Donald Trump,Pennsylvania,-1,-1,-1,-1
Trump was the one who brought the Muslim ban.,Donald Trump,Michigan,-1,-1,-1,-1
She's continuing her recent media blitz with a Univision town hall.,Kamala Harris,Pennsylvania,1,0,0,0
"They say that, you know, we're, they'll say that, well, the Kamala Harris campaign is the campaign of joy.",Kamala Harris,Arizona,1,1,1,1
And you know what a Kamala Harris gaffe is: it's when she accidentally tells the truth.,Kamala Harris,Arizona,-1,0,-1,-1
"And when I am elected president of the United States, I will make sure that Bill gets to my desk and I will sign it into law, Harris replied.",Kamala Harris,Arizona,1,1,1,0
"Now, I want to go over why this is a big deal that Harris is potentially in deep trouble in Pennsylvania.",Kamala Harris,Pennsylvania,-1,-1,-1,-1
"UAW endorsed Harris, big deal.",Kamala Harris,Pennsylvania,1,1,1,1
Mayers says he's backing Vice President Harris.,Kamala Harris,Arizona,1,0,1,1
"That means she would have to win Wisconsin, Pennsylvania and Michigan to get to 270.",Kamala Harris,Michigan,0,1,0,0
"It's not my business, but Kamala didn't earn any of our votes.",Kamala Harris,Michigan,-1,0,-1,-1
"But more than just being tough on rhetoric, we're hoping that she pairs that rhetoric with tough policy.",Kamala Harris,Michigan,0,1,0,0
"Some of this change can be attributed to demographic shifts, while other factors include dissatisfaction with Donald Trump's rhetoric and policies.",Donald Trump,Arizona,1,-1,-1,-1
"You've also heard, though, from former generals, from John Kelly, who was his chief of staff, say he would never, ever vote for Donald Trump again because of the way he treated veterans.",Donald Trump,Pennsylvania,-1,0,-1,-1
"Among black voters, Harris is outperforming Biden's 2020 margin with black men by 14 points and by seven points with black women.",Kamala Harris,Michigan,1,0,1,1
"Let's talk about taxes, Trump has already said many times he wants to cut taxes, extend his twenty seventeen tax cuts.",Donald Trump,Arizona,1,0,0,0
Donald Trump lost 261 votes.,Donald Trump,Arizona,-1,-1,-1,-1
"Quinnipiac University's fourth poll, conducted from October 3 to 7 among 1,017 likely voters, shows Donald Trump taking the lead.",Donald Trump,Michigan,1,0,1,1
"Now, if it is in fact the tipping point state, is there any elected official in Pennsylvania who may have been on a ticket that might have made a difference, well, this was the great question when Kamala Harris was making her VP selection, who should she select: and of course, folks like myself thought that she should take Josh Shapiro, of course as the governor of the great Commonwealth of Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0,0
Arizona and Georgia would be major victories for President Trump in the general election as both are states that President Biden won back in 2020.,Donald Trump,Arizona,1,1,0,1
I love that he fires back.,Donald Trump,Pennsylvania,1,1,1,1
"On the other hand, Harris has a much higher negative rating at 54%, compared to her 45% positive, which leaves her with a net favorability of minus 9%.",Kamala Harris,Michigan,-1,-1,-1,-1
And he is out for unchecked power.,Donald Trump,Pennsylvania,-1,0,-1,1
So this visit is about reviving the Obama coalition from the past and trying to get some political electricity around Vice President Harris.,Kamala Harris,Pennsylvania,0,0,0,0
"So these like these smug guys, Trump doesn't know what he's talking about.",Donald Trump,Arizona,-1,0,-1,-1
They are letting horrible people into our country.,Donald Trump,Pennsylvania,-1,-1,-1,-1
"And so when you, when you break that, like, you know, if Kamala and Liz Cheney being together can get some people to break out of that mindset, it does, you know, create an openness to rethinking certain issues and being more open to like the progressive point of view on certain issues.",Kamala Harris,Arizona,1,1,1,0
"But like I said before, this doesn't mean that Harris will for sure win Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0,0
Trump has a slim 3% advantage here.,Donald Trump,Michigan,1,1,1,1
"We're 50 something days away from the general election and the state of Michigan, man, Trump got some very, very good news.",Donald Trump,Michigan,1,1,1,1
"So this is 538 forecast right now, as you can see, Donald Trump is favored 54 out of 100 times on the national level.",Donald Trump,Arizona,1,1,1,1
We haven't even seen a poll recently that has Trump down in Arizona.,Donald Trump,Arizona,1,0,1,-1
Do I think that Donald Trump could win it today: the answer is yes.,Donald Trump,Michigan,1,1,1,0
"Added Chapter Harris is also focusing on economic policies, aiming to boost job creation and support small businesses.",Kamala Harris,Pennsylvania,0,1,1,1
Former President Trump also in Pennsylvania last night making his pitch to voters at a town hall event that took an unusual turn Senior national correspondent tremor and has the details.,Donald Trump,Pennsylvania,0,0,0,0
"Trump, Giuliani and that team has brought legal challenges to the election results over 60 times to no avail.",Donald Trump,Arizona,-1,-1,-1,-1
"Specifically, when asked about her 9-11 conspiracy theories, he instead said that she is a supporter of his, who is a free spirit and a strong person.",Donald Trump,Pennsylvania,0,1,0,1
"I know Trump will leave it up to the states, which I think is fine.",Donald Trump,Michigan,0,1,0,0
He's on the slander.,Donald Trump,Arizona,0,-1,-1,0
It would make sense that Donald Trump can make up enough ground to win Pennsylvania.,Donald Trump,Pennsylvania,0,1,0,1
"He's going to be up four points, 5.6 points soon.",Donald Trump,Arizona,1,0,1,1
"So how do you respond to that line of you are helping get Trump elected and as a result, things are just going to turn out worse for Palestinians than they already are.",Donald Trump,Michigan,-1,-1,-1,-1
"I also want to mention, Juliet, going back to the topic of immigration, we're hoping also to speak today to a DACA recipient to talk about what he wants to hear from Vice President Harris and Governor Walts when it comes to immigration, border security and immigration reform, because this is again a key issue for this state.",Kamala Harris,Arizona,0,1,0,0
So definitely we're seeing Harris have an advantage among women.,Kamala Harris,Arizona,1,1,1,1
"Kamala already worked with Joe Biden to take on the drug companies, bring down the cost of insulin, hearing aids, more than 50 prescription drugs.",Kamala Harris,Arizona,1,0,1,1
She wants to work on the 11 million people that are here that have mixed status families.,Kamala Harris,Arizona,1,0,0,0
He is currently winning Pennsylvania by a couple points.,Donald Trump,Pennsylvania,1,1,1,1
Opinion Donald Trump might have Taylor Swift kicked his chance to win Arizona.,Donald Trump,Arizona,-1,-1,-1,1
"But besides the two morning console polls, which again heavily lean towards the left, every other poll has shown Trump ahead, with one of them showing a tie.",Donald Trump,Arizona,1,0,1,1
The polls have reversed and it is now Donald Trump who is benefiting from some momentum.,Donald Trump,Michigan,1,0,1,1
"Like, what is the world going to look like if this woman is our president: not because she's a woman, but because she's Kamala.",Kamala Harris,Arizona,1,1,1,0
Now Kamala's lead is down to point six.,Kamala Harris,Michigan,-1,0,-1,0
Fascinating stuff Laura and as you say Kamala Harris really needs Michigan and Wisconsin.,Kamala Harris,Michigan,0,1,0,0
Trump is not winning Pennsylvania.,Donald Trump,Pennsylvania,-1,-1,-1,-1
"Well, Kamala Harris is in Phoenix, Arizona today, her fourth visit to the state this year, without making a single trip to the southern border.",Kamala Harris,Arizona,0,-1,-1,0
"And because Donald Trump feels like making stuff up, you've got hard work and public servants who cannot do their jobs, and you've got desperate families being left to fend for themselves.",Donald Trump,Arizona,1,-1,-1,-1
She said she's always supported Israel at the DNC.,Kamala Harris,Michigan,0,1,0,1
I think they want to feel like Harris cares about this issue.,Kamala Harris,Arizona,1,0,1,0
Donald Trump talked to us directly.,Donald Trump,Michigan,0,0,0,0
"A genocide unparalleled, i happen to be one of the two founders of a movement, Abandon Biden, Abandon Harris, and we are asking everyone to vote, not for the despicable candidates who sit atop the two major political parties, but to vote for the courageous, those who already have been arrested because of the genocide, those who have sacrificed tirelessly, even though they have no reason to, those like Jill Stein.",Kamala Harris,Michigan,-1,0,-1,-1
I love that he calls them fake news.,Donald Trump,Arizona,1,1,1,-1
I'm excited about Kamala Harris.,Kamala Harris,Arizona,1,1,1,1
"When Trump renegotiated NAFTA in 2016, production increased from 63% to 75%, a 13% rise, which translated into a 13% boost in employment and millions of jobs. When people talk about policies, we know which ones directly benefit us. WeÕre not political clowns blindly supporting anyone; Trump is the first open candidate I have ever openly supported. People running for local offices like council or mayor have never gotten my support because I donÕt just support candidatesÑmy vote and voice mean something. When we see President Trump, we see a strong man. Growing up in single-mother households means we often lack a clear focus on what strong leadership looks like, but when we see it, we recognize it. For many of us, Trump embodies that strength.",Donald Trump,Michigan,1,1,1,1
The establishment media raised concerns about Harris' repeated attempts to avoid her record.,Kamala Harris,Arizona,1,-1,-1,-1
"And we're going to have, and despite all of the damage that Kamala has inflicted on the state and, you know, don't forget, she's the vice president.",Kamala Harris,Arizona,1,-1,-1,1
"Vice President Harris will be in michigan over the weekend, a state that is proving to be incredibly crucial for both of these campaigns as they try and win the White House come next week.",Kamala Harris,Michigan,0,1,0,1
There was also the anti-Trump factor simply not liking the sort of character who Donald Trump is.,Donald Trump,Arizona,-1,-1,-1,-1
"Every other pollster, Emerson, Insider Advantage, Trafalgar, Wall Street Journal, Atlas Intel, Rasmussen, everyone is showing Trump is up in Pennsylvania.",Donald Trump,Pennsylvania,0,1,0,0
"And this is not really one of his goals, so to summarise, you're going to vote for Trump because he's not going to do precisely what he says he's going to do.",Donald Trump,Michigan,-1,0,-1,-1
"Even after Trump had lost all of his election cases, some of them were still pressuring their state lawmakers and the vice president Mike Pence to overturn the election.",Donald Trump,Arizona,-1,-1,-1,-1
"And on the behalf of 245 active in retirees in Michigan, our members want to make sure that we don't lose Michigan and Walz and Harris are the ticket that we're gonna bring home in Michigan.",Kamala Harris,Michigan,1,1,1,1
"Well, I'm excited to see Obama, of course, like why not: and we're very excited to support Vice President Harris because we need strong leadership.",Kamala Harris,Michigan,1,1,1,1
"47.6% to 47.2%, given the electoral college does structurally favour Republicans, this national lead would almost certainly not be enough for Harris to win 270 electoral votes.",Kamala Harris,Michigan,-1,1,-1,0
I would much rather have our team on the floor for the final two minutes of the game standing with Kamala Harris and Tim balls.,Kamala Harris,Pennsylvania,1,0,0,0
"Former President Donald Trump, the Republican nominee, is scheduled to be sentenced in his New York hush money case on the 18th.",Donald Trump,Pennsylvania,0,0,0,-1
Kamala Harris has a history of fighting for the American worker.,Kamala Harris,Michigan,1,-1,1,1
We had some productive conversations and she's ready to deal with this on day one.,Kamala Harris,Arizona,1,1,1,0
They make fun of Harris for laughing.,Kamala Harris,Arizona,-1,-1,-1,-1
"First, her emphasis on economic recovery and job creation has struck a chord with voters who are still feeling the effects of the COVID-19 pandemic.",Kamala Harris,Michigan,1,1,1,1
Republican pollster Sarah Longwell did confirm that to Politico that Trump is making inroads with all male voters across the board.,Donald Trump,Arizona,1,0,1,0
Do I think Kamala Harris would win Michigan today: the answer is yes.,Kamala Harris,Michigan,1,1,1,1
I think he's going to do better than that.,Donald Trump,Pennsylvania,0,1,0,0
But Harris isn't fighting for our best interests either.,Kamala Harris,Michigan,-1,-1,-1,-1
"Now with Pennsylvania in place, she's trying to backpedal.",Kamala Harris,Pennsylvania,-1,0,-1,0
I do think Trump is probably you can see Trump was up one point five there.,Donald Trump,Michigan,1,0,1,1
"Statements like that, not going to help out Trump.",Donald Trump,Michigan,-1,-1,-1,-1
"If she's under a 20 point margin with younger voters, there's almost no path for her to become president.",Kamala Harris,Michigan,-1,-1,-1,0
Saying that he didn't need celebrities to pack his rallies.,Donald Trump,Pennsylvania,0,0,0,0
"But Kamala Harris, she gets us.",Kamala Harris,Michigan,1,0,1,1
"Under the Trump administration, we were going through COVID, and it was a really tough time for us, so we pivoted into construction, and we've been doing great since then.",Donald Trump,Michigan,1,1,1,1
"Trump does not believe, as far as I know, and I haven't heard Republican leadership say that there's any genocide going on other than what the point of ambition was on October 7th.",Donald Trump,Michigan,-1,0,0,-1
"They're smiling, they still are facing headwinds when it comes to the economy and it comes to the border.",Kamala Harris,Arizona,1,1,1,1
So she's at least going to close on the two issues that voters trust her and think she's best able to handle.,Kamala Harris,Michigan,1,1,1,0
"She'll sit down for a highly anticipated Fox News interview which is scheduled to air Wednesday night at 6 p.m. Reporting in Pittsburgh, Pennsylvania, Jason Blair, Entity News.",Kamala Harris,Pennsylvania,0,0,0,0
Kamala is going to save us.,Kamala Harris,Michigan,1,1,1,1
These Harris supporters told us they're doing their part.,Kamala Harris,Michigan,1,1,1,1
"Compressors been working so hard, donald Trump putting in the work also in Pennsylvania.",Donald Trump,Pennsylvania,1,0,1,0
"I'll add that among here, among organized Democrats, there was somewhat a sense of relief because if he had been elevated to the running mate job, if Kamala Harris won the election in November, there would have been an open seat in the Senate up for grabs in Arizona in 2026 in midterm election.",Kamala Harris,Arizona,0,1,0,1
"And that's her problem, but it too much to the palace and inside and she risks alienating America's 7.5 million Jewish voters.",Kamala Harris,Michigan,-1,-1,-1,-1
The Trump base is fired up.,Donald Trump,Pennsylvania,0,-1,0,1
"And that is the demographic that she is struggling with the most, and apparently the white dudes for Kamala events just aren't cutting it.",Kamala Harris,Michigan,-1,-1,-1,-1
So I don't know if Kamala really kind of has many more opportunities.,Kamala Harris,Pennsylvania,0,1,0,-1
And this is par for the course for Alina Habba and Trump surrogates.,Donald Trump,Pennsylvania,-1,0,-1,0
"Harris has actually been running from an economic perspective, a much more conservative campaign than Biden was.",Kamala Harris,Arizona,1,0,1,0
"And that's what helped Trump to spin his tails about how the election was stolen in, you know, Philadelphia, blah, blah, blah.",Donald Trump,Pennsylvania,0,-1,-1,-1
King believes that a free and independent press is essential to democracy and sees Harris as a defender of journalistic integrity.,Kamala Harris,Pennsylvania,0,1,0,1
"The only thing is only caveat is I hope it doesn't end up being correct because Trump is a stronger pollster, a stronger candidate.",Donald Trump,Pennsylvania,0,1,0,1
"But the point is, is if there is any leftward bias at all in the polling industry in Pennsylvania, Trump wins Pennsylvania.",Donald Trump,Pennsylvania,0,1,0,0
"Again, the big surprise here out of all of these swing state polls, Trump has the biggest lead in Michigan, which you could argue based off of all the polling that we have.",Donald Trump,Michigan,1,1,1,1
"It's like, so like when we're going to get scapegoated, what are they going to do, are they going to kill another hundred thousand of us, it's like seriously, what more can they do: now, the Harris campaign knows they have a problem.",Kamala Harris,Michigan,-1,-1,-1,-1
"So how is it that Trump is ahead in this state: it's because, you know, I think voters in Arizona, at least in terms of how they remember things, they remember things being better under Trump.",Donald Trump,Arizona,1,1,1,1
"You know, I honestly think Donald Trump dominated, but he still end up not getting the electoral college votes from the state of Arizona.",Donald Trump,Arizona,1,0,1,0
Now he's supporting Trump.,Donald Trump,Michigan,1,1,1,1
And we know that he will handle the business of Michigan again.,Donald Trump,Michigan,1,0,1,1
If Trump is going to win the state of Arizona he either needs to do way better everywhere else like drastically better and keep Maricopa County at 2.2 or Trump needs to get this number at 2.2% slightly smaller than what it is.,Donald Trump,Arizona,0,1,0,1
But support for Donald Trump isn't just growing in Michigan because it's spreading across the crucial swing states that will determine the outcome of the 2024 election.,Donald Trump,Michigan,1,1,1,1
"He was making noises throughout the night, just making weird noises while instead of even speaking here.",Donald Trump,Arizona,-1,-1,-1,-1
"And if Trump is really getting 47% of the vote already in Arizona without undecideds, if Biden's down there at 42, let's say the end result is like 48.",Donald Trump,Arizona,0,1,0,0
Many of them don't want to vote Trump for whatever the reason may be.,Donald Trump,Pennsylvania,-1,-1,-1,-1
"Right here, breaking, democrat mayor of Hamtrap, Michigan, Amir Ghalib, if I'm pronouncing his name correctly, officially endorses Trump for president.",Donald Trump,Michigan,1,1,1,1
He sits at counsel table with Donald Trump and all of his criminal trials.,Donald Trump,Arizona,-1,-1,-1,0
I've been to like four of his rallies and it's just so inspirational and so patriotic.,Donald Trump,Michigan,1,1,1,1
Trump tonight outside Philadelphia is turning to the economy.,Donald Trump,Pennsylvania,0,0,0,1
And I think that's a good kind of target demo for her to kind of squeeze out a couple more votes as we're looking at a really close race.,Kamala Harris,Arizona,1,1,1,0
He's flipping all these counties.,Donald Trump,Pennsylvania,1,0,0,1
"But it is entirely possible that she wins the election with just 270 electoral votes relying on Wisconsin, relying on Michigan, relying on Pennsylvania.",Kamala Harris,Michigan,0,1,0,0
So this is a key state for Donald Trump to win.,Donald Trump,Pennsylvania,0,1,1,1
We know that CEOs of most big corporations and the ultra-wealthy are falling all over themselves to support Harris.,Kamala Harris,Michigan,-1,0,-1,-1
She's changing the perception.,Kamala Harris,Pennsylvania,1,0,0,0
"So Anthony, we just spoke with major about the push from the Harris campaign to court, particularly black male voters.",Kamala Harris,Pennsylvania,0,0,0,0
I don't think there's any real serious concern that they would vote for President Trump.,Donald Trump,Michigan,-1,-1,1,0
"They found Harris up by one to two points, but you could argue the wall street journal poll.",Kamala Harris,Arizona,0,1,1,0
"Vice President Harris, I am sure, is going to be open with the press.",Kamala Harris,Pennsylvania,0,1,0,0
Anthony Dewitt still feels like Trump is significantly stronger on economic policy.,Donald Trump,Arizona,1,1,1,1
Vice President Harris may visit the U.S.-Mexico border during her trip to Arizona on Friday.,Kamala Harris,Arizona,1,0,0,0
He's their leader.,Donald Trump,Pennsylvania,0,0,0,1
"She'll have 276, so that's something else that we're looking at.",Kamala Harris,Michigan,0,0,0,0
"Joining us now, the mayor of Tempe, Arizona, Corey Woods, who is a surrogate for Vice President Harris.",Kamala Harris,Arizona,1,0,0,0
"At this point, excuse me, there is no obvious solution for Harris to break ahead, said Michigan State University politics professor Matt Grossman.",Kamala Harris,Michigan,-1,1,-1,-1
And Harris's possible VP picks are also making their best case to be her running mate.,Kamala Harris,Pennsylvania,1,1,1,1
I remember being at the RNC and actually being impressed with how he was sticking to the script and how he was going along with the strategy and it was working.,Donald Trump,Pennsylvania,1,1,1,1
Biden's endorsement of Harris only pushing her further away.,Kamala Harris,Pennsylvania,-1,1,-1,-1
"Do you believe he lost the 2020 election: i think that Donald Trump and I have both raised a number of issues with the 2020 election, but we're focused on the future.",Donald Trump,Arizona,-1,1,-1,-1
He's a dictator.,Donald Trump,Arizona,-1,0,-1,0
"What is up, people of the internet: it is me, Real American, back again with a new video, and today, we have to talk about the 2024 presidential election, because brand new data suggests that Donald Trump's on pace for victory in the key swing state of Pennsylvania.",Donald Trump,Pennsylvania,1,0,1,1
He leads with independence.,Donald Trump,Pennsylvania,1,0,0,1
"We can picture the Oval Office, right: and if he is elected, on day one, Donald Trump would walk into that office with an enemies list.",Donald Trump,Arizona,-1,-1,-1,-1
"If Vice President Harris wins Pennsylvania, she likely is president.",Kamala Harris,Pennsylvania,0,1,0,1
They are the definition of die-hard Trump supporters.,Donald Trump,Pennsylvania,-1,1,-1,0
Their concern voters still don't see how she's different than President Biden.,Kamala Harris,Pennsylvania,-1,0,-1,-1
I'm not denying the idea that Kamala Harris is doing better than Biden.,Kamala Harris,Pennsylvania,0,1,0,-1
"Well, Michigan also could be trouble with Muslim voters for Harris.",Kamala Harris,Michigan,-1,-1,-1,-1
She needs to articulate a clear vision for the future that resonates with their hopes and aspirations.,Kamala Harris,Michigan,0,1,0,1
So and also I do think Harris has some room to grow with women.,Kamala Harris,Arizona,1,0,1,1
She's probably done because that's supposed to be her best polling.,Kamala Harris,Pennsylvania,0,1,0,0
Does the Harris walls ticket benefit from that crossover vote: most likely.,Kamala Harris,Arizona,1,1,1,0
"I will never be a Republican, but if I were her, I might look at this data and then think twice about hitching my wagon to Donald Trump.",Donald Trump,Arizona,-1,0,-1,0
So I think people are waking up more so than what it has to do with Kamala Harris independently.,Kamala Harris,Arizona,1,0,0,-1
