Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
And I mean this is Trump messaging up and down the I-75 corridor between Detroit and Oakland County and Macomb County and then you go up into Flint and Saginaw Bay City that in our county is like one to watch on election night it has been a bellwether in Michigan presidential elections in the last in this century essentially and if Trump wins it like he did in 2016 seems like he might have a chance of going out of victory.,Donald Trump,Michigan,0,1,1
"If you look at Michigan and Wisconsin, where is Donald Trump not in the polling, but where he is on election day: he's always at 47, 48%.",Donald Trump,Michigan,0,0,0
"But I would argue that he's got to break above 47, 48% in Michigan and Wisconsin in order to win those states without a lot of third party voting.",Donald Trump,Michigan,0,1,0
"They're incorporating Trump into their ads favorably, praising the work they've done with them.",Donald Trump,Michigan,1,1,1
"That was a key emphasis that he had the last time he was here in Detroit, which was just a matter of days ago, in which he told Michiganders that there are better days on the horizon, is what he had to say.",Donald Trump,Michigan,1,1,1
47% said that they will vote for former President Trump.,Donald Trump,Michigan,1,0,1
"So we got uncommitted here, so Trump got 640,000 votes.",Donald Trump,Michigan,-1,0,0
"I just think the incumbent because remember, Trump got in 2016, there's almost a million primary voters in Michigan.",Donald Trump,Michigan,0,0,0
So pretty significant drop off and Trump got shellacked.,Donald Trump,Michigan,-1,1,-1
"The race is very, very close, in fact, I would say if the elections were held today, I won't be surprised if Donald Trump wins this election in Michigan.",Donald Trump,Michigan,1,1,1
Trump was the one who brought the Muslim ban.,Donald Trump,Michigan,-1,-1,-1
Trump is no friend of the Arab-American community.,Donald Trump,Michigan,-1,-1,-1
"And for him to come and insult our great city, for Trump to come and insult the great people of Detroit is not acceptable.",Donald Trump,Michigan,-1,-1,-1
"And I said on my Twitter that keep Detroit and the people of Detroit out of your mouth, Mr. Trump.",Donald Trump,Michigan,-1,0,-1
He says volunteering for the Trump campaign is motivated by patriotism.,Donald Trump,Michigan,1,1,1
"In a town hall in Flint last week, he focused on cheap electric vehicle imports from China, a concern to many Michigan auto workers.",Donald Trump,Michigan,-1,-1,-1
But Fox News polling shows Trump has regained the lead with 50% to 48%.,Donald Trump,Michigan,1,0,1
"The trends are going Trump's way, as I mentioned, Nate Silver now has him up just very slightly.",Donald Trump,Michigan,1,0,1
"We're 50 something days away from the general election and the state of Michigan, man, Trump got some very, very good news.",Donald Trump,Michigan,1,1,1
"Nobody expected him to do it, but he flipped all of those states.",Donald Trump,Michigan,1,0,1
"But man, the polling looks extremely good for President Trump.",Donald Trump,Michigan,1,1,1
"And now a Democrat, mayor of Hamtrap, Michigan, has now endorsed Trump.",Donald Trump,Michigan,1,1,1
"Right here, breaking, democrat mayor of Hamtrap, Michigan, Amir Ghalib, if I'm pronouncing his name correctly, officially endorses Trump for president.",Donald Trump,Michigan,1,1,1
And he made it pretty clear that he is supporting Trump.,Donald Trump,Michigan,1,1,1
"It says the Democrat, Muslim mayor of Hamtrap, Michigan, made a surprise endorsement of Donald Trump for president on Sunday night.",Donald Trump,Michigan,1,1,1
"President Trump and I may not agree on everything, but I know he's a man of principles.",Donald Trump,Michigan,1,-1,1
"And for many other reasons, I announced my support and endorsement for the former and hopefully the next president of the United States, Donald Trump.",Donald Trump,Michigan,1,1,1
"This is just a starting point, yeah, so man, that is huge news there from the mayor of Hamtrap, Michigan, a Democrat endorsing President Trump.",Donald Trump,Michigan,1,1,1
"Trump spoke to Breitbart saying, quote, I was very impressed with him and he was a very big fan of the Trump administration because he saw no wars.",Donald Trump,Michigan,1,0,1
"Just as simple, anyway, he goes on outside of defeating ISIS.",Donald Trump,Michigan,1,-1,1
"Yeah, he's right, he's the only one that doesn't want war.",Donald Trump,Michigan,1,1,1
The weak and our enemies actually know that man.,Donald Trump,Michigan,1,-1,1
It could actually be Trump on top.,Donald Trump,Michigan,1,1,1
"Make sure you guys go and vote for President Trump and bring your friends too, man.",Donald Trump,Michigan,1,1,1
"So she didn't get a positive bump to her level of support, but he might have driven some of his voters away.",Donald Trump,Michigan,0,0,0
"And once a huge number of Americans have heard him saying crazy things, which is lower than the percentage who said he won the debate overall.",Donald Trump,Michigan,1,1,1
"The other issue that has come up recently has been the issue of what we are seeing again about Donald Trump just being, frankly, hostile to the whole notion and importance of Social Security.",Donald Trump,Michigan,-1,-1,-1
And it has happened because Donald Trump created the situation when he's hand selected three members of the United States Supreme Court with the intention they would undo the protections of Roe versus Wade.,Donald Trump,Michigan,-1,1,-1
And where Donald Trump has still yet to acknowledge the travesty of that day and the political violence that occurred that day.,Donald Trump,Michigan,-1,-1,-1
They talk about what they say is a threat to democracy posed by former President Trump.,Donald Trump,Michigan,-1,-1,-1
"But then at the same time also vote for former President Donald Trump, that is something that the Trump campaign is keenly aware of, even though former President Donald Trump often brags about appointing three of the Supreme Court justices who supported overturning Roe versus Wade.",Donald Trump,Michigan,-1,1,-1
"Trump is winning, now, admittedly, only one of these polls is from after the debate. ",Donald Trump,Michigan,1,1,1
"But I think with the Trump administration, Detroit could take off like an Elon Musk rocket ship.",Donald Trump,Michigan,1,1,1
They felt like former President Trump might be the answer.,Donald Trump,Michigan,1,1,1
"And why that matters is because in 2016, when Trump won Michigan, he won by just over 10,000 votes.",Donald Trump,Michigan,1,1,1
"So how do you respond to that line of you are helping get Trump elected and as a result, things are just going to turn out worse for Palestinians than they already are.",Donald Trump,Michigan,-1,-1,-1
"We believe all these two, the two candidates at the top of the ticket here, Mr. Trump and the vice president, who really represent a single ticket are despicable candidates and oligopoly a bargain that when people say you'll bring the other curious how they say that they seem to describe the reality of a difference, a difference without a distinction when it comes to genocide.",Donald Trump,Michigan,-1,1,-1
I am endorsing him and telling my community to vote for him as well.,Donald Trump,Michigan,1,1,1
So why on earth vote for Donald Trump and encourage others to do it: because I believe there has to be accountability.,Donald Trump,Michigan,1,1,1
Trump's support in Michigan's rural areas plays a major role in this result.,Donald Trump,Michigan,1,1,1
"Under the Trump administration, we were going through COVID, and it was a really tough time for us, so we pivoted into construction, and we've been doing great since then.",Donald Trump,Michigan,1,1,1
Trump leads by just 1%.,Donald Trump,Michigan,1,0,1
Trump leads by 3 points.,Donald Trump,Michigan,1,0,1
That's pretty substantial for Donald Trump.,Donald Trump,Michigan,1,1,1
That's up eight up eight and Trump's favorability down to 36.,Donald Trump,Michigan,-1,0,-1
These are really bad numbers for Donald Trump.,Donald Trump,Michigan,-1,-1,-1
"It is effectively tied Trump leading by an average of zero point seven, zero point seven.",Donald Trump,Michigan,1,1,1
"So I don't know that that's necessarily accurate, in Michigan, we have two polls post Biden dropping out and it's an average of Trump plus one and then Minnesota, no matter how many times Trump wants to tell us, oh, this is this is close.",Donald Trump,Michigan,0,-1,0
"So what effect has former President Trump's false claims of election fraud had on you personally and your ability to recruit election workers for this and future elections: there's kind of a good side and a bad side to the impact of having a former president spread lies about not just our election administration and procedures, but those who administer them like myself.",Donald Trump,Michigan,-1,0,-1
"This country's full of support, they hate to say, if Trump were to be reelected, I'm honestly afraid for our country.",Donald Trump,Michigan,-1,1,-1
"Just go vote Democrat, and then I think 2016, that debate between Hillary and Trump, when she asked about his taxes, and he told us, like, yeah, I'm cheating.",Donald Trump,Michigan,-1,0,-1
"Trump, he raising taxes.",Donald Trump,Michigan,-1,0,-1
"That ain't right, Trump ain't shit, he sure ain't.",Donald Trump,Michigan,-1,1,-1
We are with President Trump to make America great again through peace and justice for all.,Donald Trump,Michigan,1,1,1
"So yeah, they're mostly all going to Trump.",Donald Trump,Michigan,1,1,1
"Another reason why we need Trump, he knows how to deal with these people.",Donald Trump,Michigan,1,0,1
And he makes friends with them because he makes peace.,Donald Trump,Michigan,1,1,1
