Sentences,Presidential_Candidate,State,Annotator_1,Annotator_2,Annotator_3,Final Annotation,Action
"Everything we stand for, everything that would help improve our quality of life he stood for, no less than undermining our democracy itself.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"So Scott, is this less about Trump and more about those voters staying home: well, I do think the Republicans and the Trump campaign specifically believe they are going to make inroads with a lot of men, male voters of all races, white, black, Hispanic, you name it.",Donald Trump,Arizona,1,1,1,1,Keep
And we've never heard Trump insult anyone either.,Donald Trump,Arizona,1,1,1,1,Keep
Republican pollster Sarah Longwell did confirm that to Politico that Trump is making inroads with all male voters across the board.,Donald Trump,Arizona,1,0,1,1,Keep
"But as Scott says, I mean, Donald Trump has been going out of his way to appeal to men from Hulk Hogan at the convention to, you know, to young men.",Donald Trump,Arizona,0,1,1,1,Keep
"He did play the dad role there was saying, wait a minute, guys, take a closer look and it may work and it may not work.",Donald Trump,Arizona,1,1,1,1,Keep
Multiple sources are telling CNN that Trump is now asking for additional federal protective measures.,Donald Trump,Arizona,1,0,0,0,Keep
"Trump, of course, is facing a variety of serious threats.",Donald Trump,Arizona,1,0,0,0,Keep
There are a number of things that have already been delivered to the Trump campaign that the Secret Service has has done.,Donald Trump,Arizona,0,0,0,0,Keep
"And those are being discussed, and then you have requests of the Trump campaign because he has an increased threat environment.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"We should take that seriously, and that requires activities by the Trump campaign to respond to the increased risk environment.",Donald Trump,Arizona,1,0,0,0,Keep
"He doesn't like that, he wants a bigger rally.",Donald Trump,Arizona,0,0,0,0,Keep
He wants outdoor rallies.,Donald Trump,Arizona,0,0,0,0,Keep
"This is this is this is a danger, i'm saying this because it's dangerous for Trump, not because I think he's doing it politically dangerous for him.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"Donald Trump and his running mate, J.D, vance, have been targeting these legal immigrants, spreading disinformation and threatening to deport them if they're elected.",Donald Trump,Arizona,-1,1,-1,-1,Keep
Bowers outlined the pressure campaign from Trump to try to overturn Biden's win in Arizona despite presenting no evidence of election fraud.,Donald Trump,Arizona,-1,1,-1,-1,Keep
"What on earth would possess you to vote for Trump again, are you addicted to testifying, is that it: i mean, I have to say, you're very good at it.",Donald Trump,Arizona,1,-1,-1,-1,Keep
"What did your notes say anyway: like a lot of people, I watched the hearing, and I thought, thank God, there are principled Republicans who have the backbone to stand up to Trump.",Donald Trump,Arizona,1,1,1,1,Keep
"Votes, that's a terrifying moment despite the fact that Trump turns into Professor Freak at the end of that sentence.",Donald Trump,Arizona,-1,-1,1,-1,Keep
"I mean, the accusation is that Trump had this stuff laying around all over the place.",Donald Trump,Arizona,-1,-1,1,-1,Keep
Arizonans are rejecting Donald Trump and his failed leadership.,Donald Trump,Arizona,-1,-1,-1,-1,Keep
Another Trump term with JD Vance would be far worse and would lead our country down a path that I don't think we could ever recover from.,Donald Trump,Arizona,-1,-1,-1,-1,Keep
We reached out to the Arizona GOP who's expressed their support for Trump.,Donald Trump,Arizona,1,1,1,1,Keep
The Trump force 47 is launching in Arizona with the grand opening of a new office in Phoenix.,Donald Trump,Arizona,-1,1,1,1,Keep
It says it's designed to make it easier for people who support Mr. Trump to volunteer to help his campaign.,Donald Trump,Arizona,1,1,1,1,Keep
"So when this headline ran across my desk, I guess, when I ran across the headline yesterday from the Arizona Central, that grand jury indicts fake electors who falsely certified Donald Trump as 2020 winner in Arizona.",Donald Trump,Arizona,-1,1,-1,-1,Keep
"Now, this doesn't necessarily name him as an indicted individual, but this is the first step.",Donald Trump,Arizona,-1,1,-1,-1,Keep
"Trump is now facing a fifth indictment, this time in Arizona.",Donald Trump,Arizona,-1,-1,0,-1,Keep
"A grand jury has charged 11 Arizona Republicans and top aides, seven top aides, to Donald Trump in a scheme to keep Trump in the White House by falsely certifying he won the state in 2020.",Donald Trump,Arizona,1,-1,-1,-1,Keep
"He alleges the slate of Republicans, sometimes known as fake electors, and the Trump aides engaged in a conspiracy aimed at quote, preventing the lawful transfer of the presidency of the United States, keeping President Donald J. Trump in office against the will of the Arizona voters.",Donald Trump,Arizona,-1,1,-1,-1,Keep
"Though their names are redacted, as are the specific charges against them, details in the indictment make clear that the architects of Trump's national campaign to steal the election are also facing charges in Arizona.",Donald Trump,Arizona,1,-1,-1,-1,Keep
"Moving on here, Trump himself, according to the document, is unindicted co-conspirator number one.",Donald Trump,Arizona,1,-1,-1,-1,Keep
They had lots of President Trump flags.,Donald Trump,Arizona,0,1,1,1,Keep
They were very pro-President Trump supporters who were here demanding that the votes get counted.,Donald Trump,Arizona,1,1,1,1,Keep
"So far, all I've heard from the Dems is that second part, that Congress and Donald Trump failed by scuttling that border security bill.",Donald Trump,Arizona,-1,-1,1,-1,Keep
They need to go further and admit their mistakes and figure out how they're going to fix them.,Donald Trump,Arizona,0,0,1,0,Keep
Not to mention the mega event where we have personalities like former President Donald Trump as well as Tucker Carlson.,Donald Trump,Arizona,1,1,1,1,Keep
"Obviously, things have really changed and not changed, so both polls, we had Trump ahead.",Donald Trump,Arizona,1,1,1,1,Keep
"So right now, 92% of the vote is going, of Trump's vote is among Republicans.",Donald Trump,Arizona,1,1,0,1,Keep
Trump's getting the men vote by 11 points.,Donald Trump,Arizona,1,1,0,1,Keep
So Trump is winning the much larger voters who don't have a college degree.,Donald Trump,Arizona,1,1,1,1,Keep
He's winning them by 16 points.,Donald Trump,Arizona,1,1,1,1,Keep
"And that's the older voters, they're currently breaking to Trump's favor more so than than younger voters are.",Donald Trump,Arizona,1,1,1,1,Keep
Trump's winning Arizona right now slightly.,Donald Trump,Arizona,1,1,1,1,Keep
"It's a toss up, but he's still winning and she's losing by almost double digits.",Donald Trump,Arizona,1,1,1,1,Keep
"So how is it that Trump is ahead in this state: it's because, you know, I think voters in Arizona, at least in terms of how they remember things, they remember things being better under Trump.",Donald Trump,Arizona,1,1,1,1,Keep
She needs to narrow that gap and Trump needs to keep her from doing that.,Donald Trump,Arizona,0,1,0,0,Keep
"It turns out the state grand jury out in Arizona that was investigating the crimes of Trump and company, crimes designed to interfere with the election results in Arizona, that grand jury wanted to indict Donald Trump for his alleged election interference crimes, but the state prosecutors in Arizona told the grand jury to stand down, told them no, told them not to indict Donald Trump.",Donald Trump,Arizona,-1,-1,1,-1,Keep
"This from CNN, headline, Arizona grand jurors wanted to indict Trump, prosecutors urged them not to.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"That article begins, members of the grand jury in Arizona that indicted 18 allies of Donald Trump earlier this year for their alleged roles in attempting to overturn the 2020 election had also expressed interest in charging the former president according to a new court filing.",Donald Trump,Arizona,-1,-1,1,-1,Keep
So yes Donald Trump is charged federally in DC for any number of crimes designed to overturn the 2020 election results but you know the Arizona state court prosecutors and the people of Arizona have a right to see Donald Trump held accountable for his violation of Arizona state laws including election laws.,Donald Trump,Arizona,-1,1,-1,-1,Keep
Donald Trump's answer to the financial pressures you face is the same as the last time.,Donald Trump,Arizona,-1,-1,-1,-1,Keep
And this time his plan is a 20% national sales tax on everything you buy that is imported.,Donald Trump,Arizona,-1,-1,0,-1,Keep
"Clothes, food, toys, cell phones, a Trump sales tax according to the economist would cost the average American family an additional $4,000 a year.",Donald Trump,Arizona,1,-1,-1,-1,Keep
"And on top of that, Donald Trump still wants to get rid of the Affordable Care Act.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"Last night in Arizona, former President Trump suggested Cheney should have guns trained on her.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
"Let's see, real clear politics, they've got Trump up by one point.",Donald Trump,Arizona,1,1,1,1,Keep
"Which, let's be real, that's basically a tie at this stage.",Donald Trump,Arizona,1,0,0,0,Keep
"Basically, yeah, and then 538, they give him a little bit more of an edge, a two-point lead.",Donald Trump,Arizona,1,1,1,1,Keep
"So like, what do we even do with all that, honestly, it's enough to make your head spin, right: and then you've got the NYTC on a poll, that one showing Trump with a five-point lead.",Donald Trump,Arizona,1,1,1,1,Keep
"I mean, take Trump.",Donald Trump,Arizona,1,1,0,1,Keep
And he's reaching an audience that really cares about things like budgeting and saving.,Donald Trump,Arizona,1,1,1,1,Keep
"Trump is sticking to his guns, going hard on that whole border security message.",Donald Trump,Arizona,1,1,1,1,Keep
"Trump, he hasn't really focused on water that much.",Donald Trump,Arizona,-1,-1,-1,-1,Keep
We need to get people out to vote for Donald Trump.,Donald Trump,Arizona,1,1,1,1,Keep
"This is what we're up against, and for people who say, I don't know, I don't know if I can vote for Donald Trump, the one thing that you cannot question is his children.",Donald Trump,Arizona,1,0,1,1,Keep
His children love him and honor him.,Donald Trump,Arizona,1,1,1,1,Keep
"And in the affluent outskirts of cities like Phoenix and Arizona, it's Republican women in particular who are huddling together, agonising over iced tea, and the big question, should they  vote with their conscience and ditch Donald Trump, or stay loyal to their party: you'd think the decision would be easy, and yet you're not going to vote for Donald Trump.",Donald Trump,Arizona,1,1,1,1,Keep
"He's not conservative, he's not stable.",Donald Trump,Arizona,-1,-1,1,-1,Keep
"You don't feel safe, i really don't, physically safe, why? Because the level of vitriol and the level of emotion that these people that hold these seats with us have towards us for not supporting Trump, it's emotional and it's physical.",Donald Trump,Arizona,-1,-1,1,-1,Keep
