Sentence,Candidate,State,Vote 1,Vote 2,Final Sentiment
"Exactly two days ago, I shared the last 14 polls in Pennsylvania, where Kamala Harris won a big victory.",Kamala Harris,Pennsylvania,1,1,1
"As you may recall, Donald Trump won all the electoral votes in Pennsylvania in the 2016 US presidential election by a margin of 0.72%.",Donald Trump,Pennsylvania,0,1,0
Donald Trump has done brilliantly in the latest polls in Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
Kamala Harris has done brilliantly in the latest polls in Pennsylvania.,Kamala Harris,Pennsylvania,1,1,1
"Look at that, this person's really a Trump fan, look at all that.",Donald Trump,Pennsylvania,-1,0,-1
"Three cheers for Donald Trump, all right, bye, all right, see you, Brian.",Donald Trump,Pennsylvania,0,1,1
"See that, that Kathy right there, are you doing, are you both with Donald Trump to say you are you voted for Donald Trump, i said, I said, are you voting for Donald Trump, are you voting for Donald Trump: yeah.",Donald Trump,Pennsylvania,0,1,0
"That's what I make, i make my Donald Trump video.",Donald Trump,Pennsylvania,0,0,0
I'm having fun with this Trump's hood.,Donald Trump,Pennsylvania,1,1,1
I'm calling this Trump's hood.,Donald Trump,Pennsylvania,0,0,0
"Okay, all right, guys, little beautiful mountains, this is Trump's hood right here.",Donald Trump,Pennsylvania,0,1,0
We got Trump trash cans.,Donald Trump,Pennsylvania,-1,0,-1
"I see one little one, i see one Harris waltz.",Kamala Harris,Pennsylvania,-1,0,0
"Trump Vance, look at all this, trump low prices, trump Vance, it's amazing.",Donald Trump,Pennsylvania,1,1,1
"Look at this, look at this house, trump house, you see it: get Donald Trump on there.",Donald Trump,Pennsylvania,0,0,0
Donald Trump is in a strong position to win the key swing state of Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
And today we have to talk about the 2024 presidential election because Donald Trump's in a strong position to win the key swing state of Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
"Yeah, that's right, despite all the dooming surrounding Pennsylvania, Trump is in a very good position to win it.",Donald Trump,Pennsylvania,1,1,1
"Now, does that mean he's going to win Pennsylvania by 15 points, or I'm saying he's the clear favorite: no, but I would argue as of now, Donald Trump is the favorite in Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
"Again, that doesn't mean it's by some huge margin, but I would argue as of now, he is the favorite to win Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
"Therefore, he's probably the favorite to win the presidency.",Donald Trump,Pennsylvania,1,1,1
"How do you think they're going to vote, do you think they're going to vote for Kamala Harris: no, I highly doubt someone that became a Republican the last two months is going to vote for Kamala Harris.",Kamala Harris,Pennsylvania,-1,-1,-1
And that's why everyone still believes that Harris is the clear favorite in Pennsylvania.,Kamala Harris,Pennsylvania,0,1,0
"Now, I'm not saying it's impossible for Harris to win Pennsylvania, but the only polls that have are winning as of now are Bloomberg, which is by born in Consult and Quinnipiac.",Kamala Harris,Pennsylvania,0,1,0
"Even in that scenario, Harris has a much smaller lead in Pennsylvania than Biden did, that Clinton did.",Kamala Harris,Pennsylvania,-1,0,0
"If the same error occurs, not even that, just a two point miss, not a three point miss, that's still a Trump win.",Donald Trump,Pennsylvania,-1,0,-1
"No, it's not, if you're Harris, you want to be up by two to three points on average, not up by point five, because you are one point away from losing Pennsylvania and more than likely losing the presidency.",Kamala Harris,Pennsylvania,-1,-1,-1
"We just got to see what happens, maybe by some miracle at the end of September, Harris is up by 15 points in Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0
"I guess that's possible, but Harris is up by point five and that's with two big outliers.",Kamala Harris,Pennsylvania,0,0,0
I mean you're someone who said that you support Kamala Harris.,Kamala Harris,Pennsylvania,0,1,0
"Is there anything you didn't hear tonight that you wanted to hear, eddie: well I wanted to hear as I said at the beginning I wanted to hear honest actual policy proposals and I wanted to hear the truth and I got some honest policy proposals but they all came from Kamala Harris.",Kamala Harris,Pennsylvania,0,1,0
"All I heard from Donald Trump was more angry vilification of immigrants, more goofy conspiracy theories about nine-month abortions and eating your neighbor's cat and those aren't policy proposals and I really was looking for something like that.",Donald Trump,Pennsylvania,-1,-1,-1
"According to brand new data, it appears that Donald Trump's gonna get a huge victory in the critical swing state of Pennsylvania.",Donald Trump,Pennsylvania,1,0,1
We have to talk with the 2024 presidential election because it appears that Donald Trump's in a great position to win the swing state of Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
"Yeah, that's right, despite what Democrats may claim about the current state of the race and how Harris is actually up by 50 points.",Kamala Harris,Pennsylvania,0,1,0
"Now, does that mean for sure Democrats will lose Pennsylvania: of course not Pennsylvania can absolutely go to Harris, but these numbers are so bad for Democrats that it makes you really wonder how likely is it that Harris could actually win Pennsylvania because it's not just one metric.",Kamala Harris,Pennsylvania,-1,-1,-1
"Yeah, trump is up in the RCP average by just under half a point despite Bloomberg, despite Quinnipiac, despite the New York Times posting bull shit.",Donald Trump,Pennsylvania,0,-1,0
They're the only pollsters right now that have Harris winning Pennsylvania.,Kamala Harris,Pennsylvania,0,1,0
"Every other pollster, Emerson, Insider Advantage, Trafalgar, Wall Street Journal, Atlas Intel, Rasmussen, everyone is showing Trump is up in Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
They're the only ones right now that found Trump losing Pennsylvania.,Donald Trump,Pennsylvania,-1,-1,-1
The only ones when everyone else is saying Trump's up in Pennsylvania.,Donald Trump,Pennsylvania,1,0,0
"Yeah, more than likely Trump is up in Pennsylvania right now.",Donald Trump,Pennsylvania,0,1,0
"It they understated Trump by a lot until the very end, when by some miracle, the polls became very close.",Donald Trump,Pennsylvania,0,1,0
"But I find that so unlikely just for the simple fact it hasn't happened in Pennsylvania in 2020 or 2016, when Trump's on the ballot every year.",Donald Trump,Pennsylvania,0,0,0
"It's possible, but do you really think with pollsters like Bloomberg, Quinnipiac and the New York Times posting their shit that they're going to be right, when everyone else is showing Trump leads: it's possible, I guess.",Donald Trump,Pennsylvania,0,-1,0
"Even though that sounds just absolutely crazy to suggest, that's what some Democrats are banking on, they're really banking on the idea that, well, these far right pollsters like Insider Advantage, Emerson, Trafalgar, they're going to understate Harris.",Kamala Harris,Pennsylvania,-1,0,-1
"And that's why we're actually winning, and I know that sounds crazy, but some Democrats really believe that all the polls are going to understate Harris this time around.",Kamala Harris,Pennsylvania,-1,1,1
"If that really does happen, it's Harris not going to win Pennsylvania.",Kamala Harris,Pennsylvania,0,-1,-1
"Yes, Politico, not Fox News, not Newsmax, politico, they outright admitted that the Harris operation in Pennsylvania is a complete shit show.",Kamala Harris,Pennsylvania,-1,-1,-1
"That's what Politico is reporting, this is not good for Harris at all because if Republicans are now picking up steam and early voting and now this drops.",Kamala Harris,Pennsylvania,-1,-1,-1
"But like I said before, this doesn't mean that Harris will for sure win Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0
"Is it by 80 points: no, but I would say it's clear as day that Trump is a favorite.",Donald Trump,Pennsylvania,0,1,0
And Harris lost the poll by two points.,Kamala Harris,Pennsylvania,-1,-1,-1
And Trump won the poll by two points.,Donald Trump,Pennsylvania,0,1,0
Harris leads the poll by three points.,Kamala Harris,Pennsylvania,1,0,0
"As Kamala Harris courts voters in Pennsylvania, black Greek life is thrust into the spotlight.",Kamala Harris,Pennsylvania,0,0,0
"Vice President Kamala Harris, a member of Alpha Kappa Alpha since her undergraduate days at Howard University, is the Democratic candidate for president, and in Pennsylvania, where Ms. Harris needs a big black turnout to carry the state in November.",Kamala Harris,Pennsylvania,1,0,0
"Since taking office as vice president, she's attended numerous Divine Nine engagements, including her own sororities boule on July 10.",Kamala Harris,Pennsylvania,0,1,0
"Ms. Harris ties to the coalition might also prove to be a way to re energize black male voters, who Republicans have increasingly begun to view as an attainable slice of the electorate.",Kamala Harris,Pennsylvania,1,1,1
"However, she said recent voting initiatives within the divine nine have further strengthened bonds between members, including men.",Kamala Harris,Pennsylvania,1,1,1
"They grew up during Barack Obama's presidency, she said, they're excited for Kamala, but it's a different type of rationalization about why they're excited for her.",Kamala Harris,Pennsylvania,0,1,1
"He called Ms. Harris affiliation a point of pride, but not the primary reason young divine nine members have rallied behind her.",Kamala Harris,Pennsylvania,0,1,0
"He said it's because her policies, such as her plan to provide first time homebuyers with up to $25,000 to help with down payments will benefit them.",Kamala Harris,Pennsylvania,1,1,1
Donald Trump is winning Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
"This is huge, seeing that the last two polls, three polls, et cetera, two polls were three, as you know, three point wins for Kamala Harris.",Kamala Harris,Pennsylvania,0,1,1
