Sentence,Presidential_Candidate,State
"They're trying to say that JD vans, this is like the Trump and JD van supporters saying how fertile he is by holding family kit cups and as part of their opposition to IVF.",Donald Trump,Michigan
You've got these Trump supporters who are out there wearing diapers and saying diapers over Dems.,Donald Trump,Michigan
"They're wearing shirts that say, I'm with the convicted felon.",Donald Trump,Michigan
"Here's another look over here, talking about these seven battleground states what we want to do today is kind of take the logic because everything's so close right, we want to take the logic and flip it on its head turn it 180 degrees around all right: upper Midwest these states here right the blue wall Wisconsin Michigan Pennsylvania that's where Kamala Harris wants to turn the trick to get to 270.",Kamala Harris,Michigan
What would happen now on this number from 219 compared to her 225: that would take him to 229.,Donald Trump,Michigan
For the sake of this exercise today we'll give him Michigan.,Donald Trump,Michigan
What would happen then if Kamala Harris wins in Georgia and uses the same argument in North Carolina places like Greensboro and Raleigh maybe even Charlotte maybe they're bluer than we think.,Kamala Harris,Michigan
If that's if their boat is rising then Trump's boat must be rising as well.,Donald Trump,Michigan
That's as some Republicans pushed back on her visit.,Kamala Harris,Michigan
"On Labor Day, Vice President and Democratic Presidential nominee Kamala Harris traveling to Michigan.",Kamala Harris,Michigan
"What makes America great is our, part of it is our economy and the Harris administration is coming after auto workers jobs.",Kamala Harris,Michigan
"I mean, you know, we saw January 6th, we saw, you know, Trump just gradually eroding things away over the course of his term.",Donald Trump,Michigan
And now he's admitting it flat out.,Donald Trump,Michigan
Why are you voting for Donald Trump: it really just boils down to policy.,Donald Trump,Michigan
I don't think that we'd have the situation Ukraine that we have right now if Trump was president.,Donald Trump,Michigan
I think that Joe Biden could could muscle out a lot of votes by just standing on the Donald Trump's going to take away abortion.,Donald Trump,Michigan
"How does that make sense, how does that make sense to the average American that is working and trying to earn a living for their family: so for us like economically it makes absolutely no sense why we would continue the same path for these four years It's big news that Trump has united the Muslims and the Jews the Arabs are behind him big time It has to do with the war and the fact that she doesn't know what the hell she's doing and hasn't accomplished anything And the Democrat family values are just crazy The ultra woke Democrat ideology.",Donald Trump,Michigan
"They don't know blacks don't understand it Black people migrated to Detroit and to Cleveland and to Indiana for factory work You know that from the south Factories has always been unemployment for us So especially the automotive factory This is how most of us got down here to Detroit coming for the automotive job When Trump renegotiated NAFTA in 2016 May that made it with production went from 63% to 75% That's 13% increase in production over here For people that's 13% employment over here There's millions of jobs for people over here So when people talk about what policies we know directly what policies that we support And we ain't no political clowns that we just jumping out supporting the can I have never openly supported: trump is the first open candidate that I ever openly supported people run for council here mayor here They can't get my support period He the first one of the first open candidates that I will ever support I don't just support political candidates My vote means something my voice means something Most of us myself included 80% of black men grow up in a household that's headed by a single female We grow up with the idea of a certain type of leadership And then when we come out of the house and we go to work We find out that the leadership that we learned from our single mama Doesn't work in the general public It just does not So we're frustrated and we don't really know what to do with our frustration people You know, we're doing one of these we don't know who to blame and and there's a lot of confusion Like I said, I'm 63 So I've gone through that stage and I figured it out and I think that when we see president trump out there We see a strong man See now when you grow up in a single mother house, so There's no real focus on what though what that energy is or what that energy officially looks like You don't really know but but when most of us see it we we go.",Donald Trump,Michigan
He care about detroit care about blacks.,Donald Trump,Michigan
He got his ways.,Donald Trump,Michigan
"Like I said, but he's a good person at my eyes at least We drove around detroit for two days just kind of crisscross through Kind of poor beat up and middle class neighborhoods Trying to get a bunch of different people to talk to us And the people that said they were voting for kamala.",Donald Trump,Michigan
"Yeah, okay Yeah, all right So how do you think things are going right now for you personally, good bad average I say average And you think he would make your life worse, i don't think he'd make it worse, but I don't think he would help and you think she would make your life better I'll be honest I don't know Because like I said, we never had a woman president before so being if being that be the first time I think it would be something different But I mean her views and her outlook on The United States is something different for us right now But I heard a lot of black men is not voting so that's going to take away from Kamala Harris Because if a lot of black men is not voting for her then she might not win Why are black men not voting for her: i don't know That's what everybody's talking about.",Kamala Harris,Michigan
"We're sick of it Everybody hates them now and that's huge too because 20 of the detroit suburb of troy is indian american So you're an indian american Kamala harris is an indian american you're not supporting her Indian americans are not majority of them are not considering she's from the community, but she don't consider anyway.",Kamala Harris,Michigan
She she Depending on the what day you're asking she might say if you if it's a monday She might say i'm a black if it's a tuesday.,Kamala Harris,Michigan
What did she do: nothing and she wants to start helping the day one.,Kamala Harris,Michigan
That was a bad move She thinks they think she gonna help but honestly she not gonna help what it is Bring it like a memories.,Kamala Harris,Michigan
He gets destroyed because that is a lie What happened to Cheney she not gonna help was anything Traditionally traditionally Indian Americans used to vote for Democrats this election cycle.,Kamala Harris,Michigan
We are supporting Trump.,Donald Trump,Michigan
They don't want to come out there I'll tell you why media did a wonderful job of making showing Trump as a villain and That's what majority of the people they fed up with it But they don't want to come out because they're afraid of being attacked and that's what the situation so I don't believe hopes I can tell you right now.,Donald Trump,Michigan
We have a chance with Harris.,Kamala Harris,Michigan
So how does that make any sense: so that's why there's gonna be a tremendous amount of support Regardless of the fear tactics that the other side uses there's going to be a tremendous amount of support for Donald Trump And we're gonna bring him back to the White House inshaAllah.,Donald Trump,Michigan
